uniq_id,product_name,manufacturer,price,number_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating,amazon_category_and_sub_category,description,product_information,product_description,items_customers_buy_after_viewing_this_item,customer_questions_and_answers
07783ef8bf2390f652a696775ae38b2c,20 BLUE CASINO STYLE DICE / CRAPS - LARGE 19MM NEW,Dice,£4.00,,1,1,5.0 out of 5 stars,Games > Dice & Dice Games,20 x BLUE LARGE Six Sided Translucent Dice 19mm Casino Craps.,"Technical Details Manufacturer recommended age:5 years and up ColorBlue    Additional Information ASINB00L0G8W9O Best Sellers Rank 111,441 in Toys & Games (See top 100) #399 in Toys & Games > Games > Dice & Dice Games Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available15 Jun. 2014    Feedback  Would you like to update product info or give feedback on images?",20 x BLUE LARGE Six Sided Translucent Dice 19mm Casino Craps.,http://www.amazon.co.uk/RED-CASINO-STYLE-DICE-CRAPS/dp/B00L0GIATQ | http://www.amazon.co.uk/Dice-16mm-sided-mixed-colours/dp/B00ANIROD0 | http://www.amazon.co.uk/Dice-spot-pack-10-16mm-diameter-00563/dp/B000YERGKY | http://www.amazon.co.uk/BLUE-CASINO-STYLE-DICE-CRAPS/dp/B00L0G8GH2,
287cac9944455dbfb83c08295d2dcd87,Q-workshop Runic Dice Set - White & Black,Q-Workshop,£10.02,5 new,3,1,5.0 out of 5 stars,Games > Dice & Dice Games,Dice enchanted with Runic alphabet. People have been studying Runic writing for ages. Our employees have consulted the use of Runic alphabet with the last Dwarven race representatives. We have made the runic dice to make your rolls successful.,"Technical Details Item Weight23 g Product Dimensions13.9 x 6.9 x 3 cm Manufacturer recommended age:3 years and up Item model numberQWORUN02 Main Language(s)English Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB000VCD7SY Customer Reviews amznJQ.onReady('popover', function() { (function($) { if($.fn.acrPopover) return; var popoverConfig = { showOnHover:true, showCloseButton: ""ontouchstart"" in document.documentElement, width: null, location:'bottom', locationAlign:'left', locationOffset:[-20,0], group: 'reviewsPopover', clone:false, hoverHideDelay:300 }; $.fn.acrPopover = function() { return this.each(function() { var $this = $(this); if(!$this.data('init') && typeof $this.amazonPopoverTrigger === 'function') { $this.data('init', 1); var ajaxURL = '/gp/customer-reviews/common/du/displayHistoPopAjax.html?' + '&ASIN=' + $this.attr('name') + '&link=1' + '&seeall=1' + '&ref=' + $this.attr('ref'); var myConfig = $.extend(true, { destination: ajaxURL }, popoverConfig); $this.amazonPopoverTrigger(myConfig); } }); }; window.reviewHistPopoverConfig = popoverConfig; var jqInit = window.jQueryInitHistoPopovers = function(asin) { if (typeof $('.acr-popover[name=' + asin + ']').acrPopover === 'function') { $('.acr-popover[name=' + asin + ']').acrPopover(); } }; window.doInit_average_customer_reviews = jqInit; window.onAjaxUpdate_average_customer_reviews = jqInit; window.onCacheUpdate_average_customer_reviews = jqInit; window.onCacheUpdateReselect_average_customer_reviews = jqInit; amznJQ.onCompletion('amznJQ.criticalFeature', function() { setTimeout(function() { amznJQ.declareAvailable('acrPopover'); }, 10); }); })(jQuery); }); amznJQ.onReady('acrPopover', function() { jQuery('.acr-popover').each(function() { if (typeof jQuery(this).acrPopover === 'function') { jQuery(this).acrPopover(); } }); }); 5.0 out of 5 stars See all reviews 3 reviews 5.0 out of 5 stars Best Sellers Rank 224,095 in Toys & Games (See top 100) #713 in Toys & Games > Games > Dice & Dice Games Shipping Weight23 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available3 Oct. 2012    Feedback  Would you like to update product info or give feedback on images?",Dice enchanted with Runic alphabet. People have been studying Runic writing for ages. Our employees have consulted the use of Runic alphabet with the last Dwarven race representatives. We have made the runic dice to make your rolls successful.,http://www.amazon.co.uk/Q-workshop-Runic-Dice-Set-Black/dp/B000VC83EM | http://www.amazon.co.uk/Q-Workshop-QWOELV01-Q-workshop-Elven-Bag/dp/B001AITZXY | http://www.amazon.co.uk/Q-Workshop-QWORUN01-Q-workshop-Runic-Bag/dp/B001D0HBLM | http://www.amazon.co.uk/Q-Workshop-Polyhedral,
46a99b0a5759f8b1c1c9e091c18dc030,Zombie Dice Bag,Q-Workshop,£8.63,5 new,1,1,5.0 out of 5 stars,Games > Dice & Dice Games,We have got something special for all fans of fighting the undead and patrolling the deserted streets of the post-apocaliptic world. Braaiinnzzz!,"Technical Details Item Weight9 g Product Dimensions13.9 x 6.9 x 3 cm Manufacturer recommended age:3 years and up Item model numberQWOZOM10 Batteries Required?No Batteries Included?No    Additional Information ASINB00DECK150 Best Sellers Rank 170,625 in Toys & Games (See top 100) #557 in Toys & Games > Games > Dice & Dice Games Shipping Weight9 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available17 Jun. 2013    Feedback  Would you like to update product info or give feedback on images?",We have got something special for all fans of fighting the undead and patrolling the deserted streets of the post-apocaliptic world. Braaiinnzzz!,http://www.amazon.co.uk/Steve-Jackson-Games-SJG-131313-Zombie/dp/B003IKMR0U | http://www.amazon.co.uk/Zombie-Dice-2-Double-Feature/dp/B007JPS3YY | http://www.amazon.co.uk/Q-Workshop-QWODRA10-Q-workshop-Colour-Dragon/dp/B001D0OTM6 | http://www.amazon.co.uk/Compound-Fun-Games-CLP-021/dp/B002SQBB3O,
187f1942e473f06b3166ac8a164ba8da,Left Center Right Dice Game in Tin,Koplow Games,£8.99,8 new,9,1,4.9 out of 5 stars,Games > Dice & Dice Games,"LCR (also known as Left Center Right) is a fast-paced dice game that's becoming more popular everyday! Players compete to keep as many of their chips as they can, while passing them to their left, right, or into the center pot depending on the roll of the dice. The last player with chips left in the end is the winner! This version comes with 24 chips, 3 special LCR dice, and instructions in a little tin that measures about 4 3/4"" x 3 3/4"".","Technical Details Item Weight9 g Product Dimensions11.4 x 8.9 x 3.8 cm Manufacturer recommended age:8 years and up Item model number00106 Number of Game Players3 Number of Puzzle Pieces1 Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB003I64OT6 Best Sellers Rank 23,906 in Toys & Games (See top 100) #95 in Toys & Games > Games > Dice & Dice Games Shipping Weight91 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available10 Aug. 2010    Feedback  Would you like to update product info or give feedback on images?","LCR (also known as Left Center Right) is a fast-paced dice game that's becoming more popular everyday! Players compete to keep as many of their chips as they can, while passing them to their left, right, or into the center pot depending on the roll of the dice. The last player with chips left in the end is the winner! This version comes with 24 chips, 3 special LCR dice, and instructions in a little tin that measures about 4 3/4"" x 3 3/4"".",http://www.amazon.co.uk/SmartDealsPro | http://www.amazon.co.uk/Left-Center-Right-Family-Color/dp/B000YMXAAQ | http://www.amazon.co.uk/Koplow-Games-GEO0723-LCR-Wild/dp/B00CMRD4SY | http://www.amazon.co.uk/LCR-Center-Right-Family-GREEN/dp/B004WCXW1G,
0b75638647f8539152baa3ffa97e4096,Housework Dice Game of Chores,TGO,£2.02,,2,1,5.0 out of 5 stars,Games > Dice & Dice Games,"The Age of Sexual Equality is upon us and men can no longer afford to ignore household duties and leave them entirely to the care of their spouse. Here is the dice of equality - the Housework Dice. Each throw assigns a particular task that your husband or partner has to perform. It could be washing clothes, sweeping the ground, cooking and so on. If he is lucky he might get to do nothing, but that's how the battle of the sexes is played. Set up a game between yourself and your companion and then watch him reluctantly do the household chores and discover what women have been going through for centuries. She's the boss, as Mick Jagger puts it bluntly. So wake up man, don't just smell the coffee, do the dishes too! Without grumbling, if you please!","Technical Details Manufacturer recommended age:16 years and up    Additional Information ASINB00CFL40TY Best Sellers Rank 139,671 in Toys & Games (See top 100) #472 in Toys & Games > Games > Dice & Dice Games Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available19 April 2013    Feedback  Would you like to update product info or give feedback on images?","The Age of Sexual Equality is upon us and men can no longer afford to ignore household duties and leave them entirely to the care of their spouse. Here is the dice of equality - the Housework Dice. Each throw assigns a particular task that your husband or partner has to perform. It could be washing clothes, sweeping the ground, cooking and so on. If he is lucky he might get to do nothing, but that's how the battle of the sexes is played. Set up a game between yourself and your companion and then watch him reluctantly do the household chores and discover what women have been going through for centuries. She's the boss, as Mick Jagger puts it bluntly. So wake up man, don't just smell the coffee, do the dishes too! Without grumbling, if you please!",,
7df8a30ac3c3630baf28a8263fdcefd9,"Leather Dice Cup (One cup, does not include dice)",David Westnedge Games,£9.25,5 new,22,1,4.6 out of 5 stars,Games > Dice & Dice Games,"Among the listed items are goods from Germany: - Appliances with International Description / German power plug - Toys partly with international Description - Board games and books are in German - Assorted designs means - the item is available in different colors or designs. The delivery is always included only one piece, and color or design requirements can not be guaranteed Does not include the dice.","Technical Details Item Weight9 g Product Dimensions28 x 28 x 13 cm Manufacturer recommended age:8 years and up Item model number22574014 Number of Puzzle Pieces1 Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB000LPDB2I Best Sellers Rank 20,640 in Toys & Games (See top 100) #80 in Toys & Games > Games > Dice & Dice Games Shipping Weight9 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available11 May 2012    Feedback  Would you like to update product info or give feedback on images?","Among the listed items are goods from Germany: - Appliances with International Description / German power plug - Toys partly with international Description - Board games and books are in German - Assorted designs means - the item is available in different colors or designs. The delivery is always included only one piece, and color or design requirements can not be guaranteed Does not include the dice.",http://www.amazon.co.uk/GoKi-56954-Goki-Wooden-Plate/dp/B000EGFM1C | http://www.amazon.co.uk/Hasbro-HSB06100-Yahtzee-Score-Pad/dp/B00DO3OWJU | http://www.amazon.co.uk/Poker-Dice-Liar-Deluxe-Leather/dp/B002L617KS | http://www.amazon.co.uk/Yacht-Dice-Game-Leather-Five/dp/B00AMFVVL0,
a23c47beebebd5f2141d1493e746eaba,"Q-Workshop Elven SELV14 Dice Set for RPG, Green & White",Q-Workshop,£11.28,4 new,7,1,4.4 out of 5 stars,Games > Dice & Dice Games,"Elven Dice Green with White LetteringDescriptionA Complete set of RPG dice, elegantly themed with elven runesWhat you get 1x D4 1x D6 1x D8 2x D10 (one with 0-9, the other with 00-99) 1x D12 1x D20Suitability Ages 4+RangePart of our extensive Dice range!","Technical Details Item Weight9 g Product Dimensions13.9 x 6.9 x 3 cm Manufacturer recommended age:3 years and up Item model numberQWOELV14 Main Language(s)English Assembly RequiredNo Batteries Required?No Batteries Included?No ColorWhite    Additional Information ASINB0051XWQBW Best Sellers Rank 45,405 in Toys & Games (See top 100) #27 in Toys & Games > Games > Role Playing Games #151 in Toys & Games > Games > Dice & Dice Games Shipping Weight9 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available30 July 2010    Feedback  Would you like to update product info or give feedback on images?","Elven Dice Green with White LetteringDescriptionA Complete set of RPG dice, elegantly themed with elven runesWhat you get 1x D4 1x D6 1x D8 2x D10 (one with 0-9, the other with 00-99) 1x D12 1x D20Suitability Ages 4+RangePart of our extensive Dice range!",,
70dd7021a1bd89ca42c414f1b812486d,Galt Toys Pirate Pursuit,Galt Toys,£14.79,8 new,6,1,4.2 out of 5 stars,Games > Dice & Dice Games,"Product Description A pirate track game with a wind-up pirate galleon to sail around the treasure island and add to the fun. Be the first player to fill your loot bag with coins from the treasure chest before the pirates catch up with you in their galleon. Designed to encourage young children to learn to count while having fun. For 2 to 4 players. Box Contains game board – size: 43 x 54cm (17"" x 21¼"") wind-up pirate galleon,4 loot bag boards,24 play coins,4 pirate counters with stands dice dice shaker, guide.","Technical Details Item Weight898 g Product Dimensions7.2 x 32 x 22.7 cm Manufacturer recommended age:36 months - 7 years Item model number1003970 Educational Objective(s)Numeracy, Literacy & Spacial Awareness Main Language(s)English Batteries Required?No Batteries Included?No    Additional Information ASINB005XVIQ66 Best Sellers Rank 102,529 in Toys & Games (See top 100) #361 in Toys & Games > Games > Dice & Dice Games #6871 in Toys & Games > Soft Toys Shipping Weight898 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available1 Feb. 2012    Feedback  Would you like to update product info or give feedback on images?","Product Description A pirate track game with a wind-up pirate galleon to sail around the treasure island and add to the fun. Be the first player to fill your loot bag with coins from the treasure chest before the pirates catch up with you in their galleon. Designed to encourage young children to learn to count while having fun. For 2 to 4 players. Box Contains game board – size: 43 x 54cm (17"" x 21¼"") wind-up pirate galleon,4 loot bag boards,24 play coins,4 pirate counters with stands dice dice shaker, guide.",http://www.amazon.co.uk/Galt-Toys-1105311-Whatever-Next/dp/B005XVIQ48 | http://www.amazon.co.uk/Galt-Toys-Squeeze-Classic-Colours/dp/B001QUDESS | http://www.amazon.co.uk/Galt-Toys-Ants-your-Pants/dp/B005XVINQE | http://www.amazon.co.uk/The-House-That-Jack-Built/dp/B0006D393G,
675172745f362612b99e76b80127402b,Q-Workshop - Set of Transparent & Blue Elvish Dice,Q-Workshop,£7.95,3 new,3,1,4.3 out of 5 stars,Games > Dice & Dice Games,Q-Workshop - Set of Transparent & Blue Elvish Dice,"Technical Details Item Weight32 g Product Dimensions13.9 x 6.9 x 3 cm Manufacturer recommended age:13 years and up Item model numberQWOELV11 Main Language(s)English Assembly RequiredNo Batteries Required?No Batteries Included?No ColorBlue    Additional Information ASINB000VCFCN2 Best Sellers Rank 16,745 in Toys & Games (See top 100) #63 in Toys & Games > Games > Dice & Dice Games Shipping Weight59 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available14 Oct. 2011    Feedback  Would you like to update product info or give feedback on images?",Q-Workshop - Set of Transparent & Blue Elvish Dice,http://www.amazon.co.uk/Dungeons-Dragons-Players-Handbook-Rulebooks/dp/0786965606 | http://www.amazon.co.uk/Q-Workshop-Elven-SELV14-Green-White/dp/B0051XWQBW | http://www.amazon.co.uk/Q-Workshop-QWOELV01-Q-workshop-Elven-Bag/dp/B001AITZXY | http://www.amazon.co.uk/Dungeon-Masters-Dungeons-Dragons-Rulebooks/dp/0786965622,
dce0c586446a2178802165346eed34a7,"Big Cherry Dice, 5x Red D10 Die, 10 Sided Dice",Forlorn Hope Games,£2.03,2 new,3,1,4.3 out of 5 stars,Games > Dice & Dice Games,"5 D10 Dice, suitable for Dungeons & Dragons and many other Role Playing & War Games.","Technical Details Item Weight18 g Product Dimensions2 x 10 x 2 cm    Additional Information ASINB00GLSO2BI Best Sellers Rank 60,204 in Toys & Games (See top 100) #214 in Toys & Games > Games > Dice & Dice Games Shipping Weight32 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available11 Nov. 2013    Feedback  Would you like to update product info or give feedback on images?","5 D10 Dice, suitable for Dungeons & Dragons and many other Role Playing & War Games.",http://www.amazon.co.uk/10-sided-dice-Pack-of-12/dp/0953359557 | http://www.amazon.co.uk/Big-Cherry-Dice-Blue-Sided/dp/B00GLSGD6U | http://www.amazon.co.uk/Big-Cherry-Dice-Black-Sided/dp/B00GLSF4EW | http://www.amazon.co.uk/10-sided-polyhedra-dice-pack-24/dp/B00JWX2HZW,
5fe59aae50687f2ab7c6807fa1130fad,Q-workshop Classic Dice Set - Black & White,Q-Workshop,£7.17,17 new,3,1,4.3 out of 5 stars,Games > Dice & Dice Games,"Colour Name:Black & White lassic rpg dice, made with our latest technology, at the price point for every pocket. Dice made with use of our elven font, simple but depth at the same time. Dice readable as never before.","Technical Details Item Weight23 g Product Dimensions13.9 x 6.9 x 3 cm Manufacturer recommended age:3 years and up Item model numberQWOCLE05 Main Language(s)English Number of Puzzle Pieces1 Batteries Required?No Batteries Included?No Colormulticoloured    Additional Information ASINB003ZWIS5E Best Sellers Rank 170,628 in Toys & Games (See top 100) #558 in Toys & Games > Games > Dice & Dice Games #1047 in Toys & Games > Games > Tabletop & Miniature Gaming Shipping Weight23 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available2 Sept. 2011    Feedback  Would you like to update product info or give feedback on images?","Colour Name:Black & White lassic rpg dice, made with our latest technology, at the price point for every pocket. Dice made with use of our elven font, simple but depth at the same time. Dice readable as never before.",,
30a310c7b84f189c87a52e74dd3682ce,Traditional Games Shut the Box! Wooden Game,TheWorks,,1 used,6,1,5.0 out of 5 stars,Games > Dice & Dice Games,This classic dice game will enthrall young gamers for hours. A game of strategy with a hint of luck - each player takes it in turn to throw the dice and each time the dice is thrown the player may close one or more flaps with a total value that matches the combined value of the two dice,"Technical Details Manufacturer recommended age:3 years and up Manufacturer reference5052089023918    Additional Information ASINB0090YMOZG Best Sellers Rank 136,844 in Toys & Games (See top 100) #466 in Toys & Games > Games > Dice & Dice Games Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available22 Aug. 2012    Feedback  Would you like to update product info or give feedback on images?",This classic dice game will enthrall young gamers for hours. A game of strategy with a hint of luck - each player takes it in turn to throw the dice and each time the dice is thrown the player may close one or more flaps with a total value that matches the combined value of the two dice,http://www.amazon.co.uk/Toyrific-TY4660-Shut-the-Box/dp/B0064NHO7O | http://www.amazon.co.uk/Gibsons-Games-Shut-the-Box/dp/B00009R62G | http://www.amazon.co.uk/Shut-the-Box-Pocket-Size/dp/B00062RTQ0 | http://www.amazon.co.uk/Shut-Box-Mini-Travellers,
f1e1b64fee4e7d38f0e49211e9380103,Rory Story Cubes Fright Dice Mix,Rory Story Cubes,£4.00,10 new,3,1,4.7 out of 5 stars,Games > Dice & Dice Games,"Product Description Tell scary stories of freakish fun with Rory's Story Cubes mix Fright.Use alone, or even better mixed with other sets. Swapping a few images will totally transform the theme of the stories you tell, it's just like adding spice to a meal!Animalia is inked in purple making them easy to sort if you do combine them with other Rory's Story Cubes after use. Box Contains Rory Story Cubes Mix Fright (containing 3 x 19mm dice)","Technical Details Item Weight36 g Product Dimensions7.5 x 3.8 x 2.8 cm Manufacturer recommended age:6 years and up Item model numberRSCFRI Number of Game Players1 Assembly RequiredYes Batteries Required?No    Additional Information ASINB014UIQWSQ Best Sellers Rank 21,743 in Toys & Games (See top 100) #86 in Toys & Games > Games > Dice & Dice Games Shipping Weight41 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available3 Sept. 2015    Feedback  Would you like to update product info or give feedback on images?","Product Description Tell scary stories of freakish fun with Rory's Story Cubes mix Fright.Use alone, or even better mixed with other sets. Swapping a few images will totally transform the theme of the stories you tell, it's just like adding spice to a meal!Animalia is inked in purple making them easy to sort if you do combine them with other Rory's Story Cubes after use. Box Contains Rory Story Cubes Mix Fright (containing 3 x 19mm dice)",http://www.amazon.co.uk/The-Creativity | http://www.amazon.co.uk/The-Creativity | http://www.amazon.co.uk/Rory-Story-Cubes-Bundle-Dice/dp/B014UIQWEU | http://www.amazon.co.uk/The-Creativity,
80532f4b4f7df6ba531db496d336eaea,Big Cherry - 10 x Pearl Green Ankh Dice ☥,BigCherry,£3.95,,1,1,5.0 out of 5 stars,Games > Dice & Dice Games,"10 Ankh Dice, suitable for Dungeons & Dragons and many other Role Playing & War Games.","Technical Details Item Weight59 g Product Dimensions2 x 2 x 4 cm ColorGreen    Additional Information ASINB00GLSEFC4 Customer Reviews amznJQ.onReady('popover', function() { (function($) { if($.fn.acrPopover) return; var popoverConfig = { showOnHover:true, showCloseButton: ""ontouchstart"" in document.documentElement, width: null, location:'bottom', locationAlign:'left', locationOffset:[-20,0], group: 'reviewsPopover', clone:false, hoverHideDelay:300 }; $.fn.acrPopover = function() { return this.each(function() { var $this = $(this); if(!$this.data('init') && typeof $this.amazonPopoverTrigger === 'function') { $this.data('init', 1); var ajaxURL = '/gp/customer-reviews/common/du/displayHistoPopAjax.html?' + '&ASIN=' + $this.attr('name') + '&link=1' + '&seeall=1' + '&ref=' + $this.attr('ref'); var myConfig = $.extend(true, { destination: ajaxURL }, popoverConfig); $this.amazonPopoverTrigger(myConfig); } }); }; window.reviewHistPopoverConfig = popoverConfig; var jqInit = window.jQueryInitHistoPopovers = function(asin) { if (typeof $('.acr-popover[name=' + asin + ']').acrPopover === 'function') { $('.acr-popover[name=' + asin + ']').acrPopover(); } }; window.doInit_average_customer_reviews = jqInit; window.onAjaxUpdate_average_customer_reviews = jqInit; window.onCacheUpdate_average_customer_reviews = jqInit; window.onCacheUpdateReselect_average_customer_reviews = jqInit; amznJQ.onCompletion('amznJQ.criticalFeature', function() { setTimeout(function() { amznJQ.declareAvailable('acrPopover'); }, 10); }); })(jQuery); }); amznJQ.onReady('acrPopover', function() { jQuery('.acr-popover').each(function() { if (typeof jQuery(this).acrPopover === 'function') { jQuery(this).acrPopover(); } }); }); 5.0 out of 5 stars See all reviews 1 review 5.0 out of 5 stars Best Sellers Rank 366,228 in Toys & Games (See top 100) #1058 in Toys & Games > Games > Dice & Dice Games Shipping Weight59 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available11 Nov. 2013    Feedback  Would you like to update product info or give feedback on images?","10 Ankh Dice, suitable for Dungeons & Dragons and many other Role Playing & War Games.",http://www.amazon.co.uk/MATCHED-COLOUR-Dice-bulk-dice/dp/B00AZJHOKU | http://www.amazon.co.uk/Big-Cherry-Dice-Purple-Sided/dp/B00GLSVFJU | http://www.amazon.co.uk/Big-Cherry-Dice-Green-Sided/dp/B00GLSM20G,
58a29f6572df84c2bde26e473cc6fb0f,"10x7 dice sets, opaque, plastic mix of colours. Contains d4, d6, d8, d10, d12, d20 and d%",Forlorn Hope Games,£21.59,,6,1,4.8 out of 5 stars,Games > Dice & Dice Games,"MATCHED COLOUR DD RPG Dice bulk dice pack 5x7 dice sets, opaque, plastic 5 colours. Contains d4, d6, d8, d10, d, d12 and d20 x5","Technical Details Item Weight259 g Manufacturer recommended age:12 years and up    Additional Information ASINB008M6GD0A Best Sellers Rank 118,956 in Toys & Games (See top 100) #58 in Toys & Games > Games > Role Playing Games #424 in Toys & Games > Games > Dice & Dice Games #735 in Toys & Games > Games > Tabletop & Miniature Gaming Shipping Weight798 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available10 Oct. 2013    Feedback  Would you like to update product info or give feedback on images?","MATCHED COLOUR DD RPG Dice bulk dice pack 5x7 dice sets, opaque, plastic 5 colours. Contains d4, d6, d8, d10, d, d12 and d20 x5",http://www.amazon.co.uk/MATCHED-COLOUR-Dice-bulk-dice/dp/B00AZJHOKU | http://www.amazon.co.uk/Random-Polyhedral | http://www.amazon.co.uk/Dungeons-Dragons-Players-Handbook-Rulebooks/dp/0786965606 | http://www.amazon.co.uk/Chessex-Dice-Pound-Pound-O-Dice-Approximately,
dae035bdee36ed1bea2e1dc2ec7ba77c,Pocket / Travel Charades game,pocketgames,£5.99,,3,1,4.0 out of 5 stars,Games > Dice & Dice Games,Supplied in metal pocket-size tin 97mm x 59mm x 23mm,"Technical Details Product Dimensions10 x 6 x 2.4 cm Manufacturer recommended age:9 years and up Item model numberbtpcharades    Additional Information ASINB0165XR3IW Best Sellers Rank 114,266 in Toys & Games (See top 100) #410 in Toys & Games > Games > Dice & Dice Games Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available11 Mar. 2015    Feedback  Would you like to update product info or give feedback on images?",Supplied in metal pocket-size tin 97mm x 59mm x 23mm,http://www.amazon.co.uk/Ridleys-Games-Room-Classic-Charades-y/dp/B011CG4BC8 | http://www.amazon.co.uk/Cheatwell-Games-Giant-Little-Boxes/dp/B0033F9OAG | http://www.amazon.co.uk/Drumond-Park-0990-Articulate | http://www.amazon.co.uk/Cheatwell-Games-Family-Charades-Board/dp/B014UJEF0M,
26a3fc579e8e35e7c255a43a07d910e8,Purple 15mm D6 Oblivion x25 Dice,Oblivion,£2.99,,1,1,4.0 out of 5 stars,Games > Dice & Dice Games,,"Technical Details Manufacturer recommended age:3 years and up Assembly RequiredNo Colorpurple    Additional Information ASINB00X48R454 Best Sellers Rank 384,835 in Toys & Games (See top 100) #1106 in Toys & Games > Games > Dice & Dice Games Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available4 May 2015    Feedback  Would you like to update product info or give feedback on images?",,http://www.amazon.co.uk/Blue-Interferenz,
4cd24cae2d434f07551ee6b41105ba41,Q-Workshop - Set of Black & White Dragon Dice,Q-Workshop,£7.95,3 new,2,1,5.0 out of 5 stars,Games > Dice & Dice Games,"Some people wondered why we have so many Dragon Dice in our offer. It may be because you can't really imagine a fantasy RPG setting without different kinds of dragons, can you?","Technical Details Item Weight36 g Product Dimensions13.9 x 6.9 x 3 cm Manufacturer recommended age:3 years and up Item model numberQWODRA05 Main Language(s)English Number of Puzzle Pieces7 Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB000MFDBUY Best Sellers Rank 196,427 in Toys & Games (See top 100) #641 in Toys & Games > Games > Dice & Dice Games Shipping Weight36 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available15 Oct. 2012    Feedback  Would you like to update product info or give feedback on images?","Some people wondered why we have so many Dragon Dice in our offer. It may be because you can't really imagine a fantasy RPG setting without different kinds of dragons, can you?",http://www.amazon.co.uk/Dungeons-Dragons-Players-Handbook-Rulebooks/dp/0786965606 | http://www.amazon.co.uk/Elvish-Dice-Black-White-7/dp/B000VCBW3Q | http://www.amazon.co.uk/Dragon-Dice-White-Black-7/dp/B000VCFCVY | http://www.amazon.co.uk/Q-Workshop-Polyhedral,
532e27322dd685843ecad9b18db43f26,100 x 7mm opaque Plastic dice (Black),Bulk Dice,£3.99,2 new,7,1,4.6 out of 5 stars,Games > Dice & Dice Games,Colour Name:Black Bulk quantities of dice.,"Technical Details Item Weight45 g Manufacturer recommended age:9 years and up Assembly RequiredNo Batteries Required?No Batteries Included?No    Additional Information ASINB00E8KL6LA Customer Reviews amznJQ.onReady('popover', function() { (function($) { if($.fn.acrPopover) return; var popoverConfig = { showOnHover:true, showCloseButton: ""ontouchstart"" in document.documentElement, width: null, location:'bottom', locationAlign:'left', locationOffset:[-20,0], group: 'reviewsPopover', clone:false, hoverHideDelay:300 }; $.fn.acrPopover = function() { return this.each(function() { var $this = $(this); if(!$this.data('init') && typeof $this.amazonPopoverTrigger === 'function') { $this.data('init', 1); var ajaxURL = '/gp/customer-reviews/common/du/displayHistoPopAjax.html?' + '&ASIN=' + $this.attr('name') + '&link=1' + '&seeall=1' + '&ref=' + $this.attr('ref'); var myConfig = $.extend(true, { destination: ajaxURL }, popoverConfig); $this.amazonPopoverTrigger(myConfig); } }); }; window.reviewHistPopoverConfig = popoverConfig; var jqInit = window.jQueryInitHistoPopovers = function(asin) { if (typeof $('.acr-popover[name=' + asin + ']').acrPopover === 'function') { $('.acr-popover[name=' + asin + ']').acrPopover(); } }; window.doInit_average_customer_reviews = jqInit; window.onAjaxUpdate_average_customer_reviews = jqInit; window.onCacheUpdate_average_customer_reviews = jqInit; window.onCacheUpdateReselect_average_customer_reviews = jqInit; amznJQ.onCompletion('amznJQ.criticalFeature', function() { setTimeout(function() { amznJQ.declareAvailable('acrPopover'); }, 10); }); })(jQuery); }); amznJQ.onReady('acrPopover', function() { jQuery('.acr-popover').each(function() { if (typeof jQuery(this).acrPopover === 'function') { jQuery(this).acrPopover(); } }); }); 4.6 out of 5 stars See all reviews 7 reviews 4.6 out of 5 stars Best Sellers Rank 24,702 in Toys & Games (See top 100) #99 in Toys & Games > Games > Dice & Dice Games Shipping Weight54 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available30 July 2013    Feedback  Would you like to update product info or give feedback on images?",Colour Name:Black Bulk quantities of dice.,http://www.amazon.co.uk/Dice-16mm-Round-Corner-Spot-y/dp/B003E21QTA,how many dice in a pack? // The bag contains 100 7mm dice
